ts,bytes,event_id
1,39365.0,1
2,39364.0,1
3,39364.0,1
4,39366.0,1
5,39364.0,1
6,39365.0,1
7,39364.0,1
8,39365.0,1
9,39365.0,1
10,39365.0,1
11,39365.0,1
12,39365.0,1
13,39365.0,1
14,39365.0,1
15,39365.0,1
16,39365.0,1
17,39365.0,1
18,39365.0,1
19,39365.0,1
20,39365.0,1
21,39364.0,1
22,39364.0,1
23,39365.0,1
24,39365.0,1
25,39365.0,1
26,39365.0,1
27,39364.0,1
28,39365.0,1
29,39365.0,1
30,39364.0,1
31,39365.0,1
32,39365.0,1
33,39365.0,1
34,39365.0,1
35,39365.0,1
36,39365.0,1
37,39364.0,1
38,39364.0,1
39,39366.0,1
40,39365.0,1
41,39365.0,1
42,39365.0,1
43,39365.0,1
44,39364.0,1
45,39365.0,1
46,39365.0,1
47,39365.0,1
48,39364.0,1
49,39365.0,1
50,39365.0,1
51,39365.0,1
52,39364.0,1
53,39366.0,1
54,39365.0,1
55,39365.0,1
56,39365.0,1
57,39365.0,1
58,39365.0,1
59,39365.0,1
60,39364.0,1
61,39365.0,1
62,39365.0,1
63,39365.0,1
64,39364.0,1
65,39365.0,1
66,39365.0,1
67,39365.0,1
68,39365.0,1
69,39365.0,1
70,39365.0,1
71,39365.0,1
72,39364.0,1
73,39365.0,1
74,39365.0,1
75,39365.0,1
76,39365.0,1
77,39365.0,1
78,39365.0,1
79,39364.0,1
80,39365.0,1
81,39364.0,1
82,39364.0,1
83,39365.0,1
84,39365.0,1
85,39365.0,1
86,39365.0,1
87,39365.0,1
88,39365.0,1
89,39364.0,1
90,39365.0,1
91,39365.0,1
92,39365.0,1
93,39364.0,1
94,39364.0,1
95,39366.0,1
96,39365.0,1
97,39365.0,1
98,39364.0,1
99,39364.0,1
100,39366.0,1
101,39365.0,1
102,39365.0,1
103,39365.0,1
104,39364.0,1
105,39366.0,1
106,39365.0,1
107,39364.0,1
108,39365.0,1
109,39365.0,1
110,39364.0,1
111,39365.0,1
112,39364.0,1
113,39365.0,1
114,39364.0,1
115,39365.0,1
116,39365.0,1
117,39365.0,1
118,39365.0,1
119,39364.0,1
120,39364.0,1
121,39364.0,1
122,39365.0,1
123,39365.0,1
124,39365.0,1
125,39365.0,1
126,39365.0,1
127,39365.0,1
128,39365.0,1
129,39365.0,1
130,39365.0,1
131,39365.0,1
132,39364.0,1
133,39364.0,1
134,39365.0,1
135,39365.0,1
136,39365.0,1
137,39365.0,1
138,39364.0,1
139,39365.0,1
140,39364.0,1
141,39365.0,1
142,39365.0,1
143,39365.0,1
144,39365.0,1
145,39365.0,1
146,39364.0,1
147,39366.0,1
148,39365.0,1
149,39365.0,1
